<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.03.26	12:00:00	14519.00	14579.00	14509.00	14557.00	5748	0	300
2014.03.26	16:00:00	14555.00	14582.00	14447.00	14472.00	9168	0	100
2014.03.26	20:00:00	14467.00	14492.00	14307.00	14313.00	3442	0	300
2014.03.27	00:00:00	14311.00	14322.00	14217.00	14297.00	1767	0	700
2014.03.27	04:00:00	14297.00	14667.00	14262.00	14622.00	3598	0	300
2014.03.27	08:00:00	14622.00	14627.00	14549.00	14599.00	2901	0	300
2014.03.27	12:00:00	14589.00	14594.00	14499.00	14559.00	6058	0	300
2014.03.27	16:00:00	14554.00	14589.00	14494.00	14534.00	10252	0	100
2014.03.27	20:00:00	14534.00	14582.00	14524.00	14577.00	2169	0	300
2014.03.28	00:00:00	14575.00	14650.00	14520.00	14635.00	1486	0	800
2014.03.28	04:00:00	14640.00	14710.00	14581.00	14680.00	1884	0	300
2014.03.28	08:00:00	14685.00	14745.00	14650.00	14735.00	2351	0	200
2014.03.28	12:00:00	14735.00	14800.00	14705.00	14795.00	4394	0	300
2014.03.28	16:00:00	14795.00	14840.00	14780.00	14793.00	5546	0	300
2014.03.28	20:00:00	14792.00	14792.00	14732.00	14746.00	1545	0	500
2014.03.31	00:00:00	14782.00	14877.00	14712.00	14816.00	8187	0	0
2014.03.31	04:00:00	14811.00	14821.00	14713.00	14776.00	1316	0	700
2014.03.31	08:00:00	14776.00	14836.00	14716.00	14821.00	3527	0	600
2014.03.31	12:00:00	14819.00	14861.00	14806.00	14861.00	3470	0	300
2014.03.31	16:00:00	14859.00	14881.00	14798.00	14836.00	7736	0	300
2014.03.31	20:00:00	14832.00	14841.00	14781.00	14812.00	1461	0	500
2014.04.01	00:00:00	14812.00	14861.00	14746.00	14781.00	1352	0	800
2014.04.01	04:00:00	14781.00	14856.00	14761.00	14821.00	1835	0	700
2014.04.01	08:00:00	14821.00	14836.00	14731.00	14761.00	2459	0	300
2014.04.01	12:00:00	14761.00	14796.00	14752.00	14786.00	1495	0	500
2014.04.01	16:00:00	14783.00	14858.00	14781.00	14837.00	6254	0	300
2014.04.01	20:00:00	14841.00	14902.00	14832.00	14900.00	1942	0	500
2014.04.02	00:00:00	14900.00	14953.00	14867.00	14948.00	1021	0	800
2014.04.02	04:00:00	14948.00	15072.00	14943.00	15037.00	1729	0	500
2014.04.02	08:00:00	15037.00	15057.00	14922.00	14957.00	3139	0	300
2014.04.02	12:00:00	14960.00	14997.00	14952.00	14967.00	3367	0	100
2014.04.02	16:00:00	14967.00	15042.00	14957.00	15037.00	6391	0	100
2014.04.02	20:00:00	15032.00	15077.00	15002.00	15067.00	2051	0	300
2014.04.03	00:00:00	15067.00	15072.00	14978.00	15048.00	811	0	100
2014.04.03	04:00:00	15053.00	15173.00	15028.00	15143.00	1711	0	300
2014.04.03	08:00:00	15138.00	15143.00	15043.00	15088.00	2621	0	500
2014.04.03	12:00:00	15088.00	15103.00	15063.00	15080.00	3169	0	300
2014.04.03	16:00:00	15080.00	15123.00	15020.00	15028.00	6165	0	300
2014.04.03	20:00:00	15028.00	15077.00	15007.00	15072.00	1756	0	300
2014.04.04	00:00:00	15077.00	15078.00	14998.00	15053.00	744	0	800
2014.04.04	04:00:00	15058.00	15098.00	15033.00	15048.00	869	0	700
2014.04.04	08:00:00	15053.00	15098.00	15038.00	15093.00	1646	0	600
2014.04.04	12:00:00	15093.00	15163.00	15038.00	15138.00	3123	0	300
2014.04.04	16:00:00	15138.00	15148.00	14898.00	14913.00	11911	0	200
2014.04.04	20:00:00	14913.00	14928.00	14803.00	14858.00	4970	0	300
2014.04.07	00:00:00	14860.00	14893.00	14677.00	14833.00	8304	0	0
2014.04.07	04:00:00	14838.00	14898.00	14808.00	14813.00	1108	0	700
2014.04.07	08:00:00	14818.00	14828.00	14763.00	14783.00	2553	0	300
2014.04.07	12:00:00	14783.00	14833.00	14778.00	14803.00	2332	0	300
2014.04.07	16:00:00	14803.00	14823.00	14713.00	14755.00	11007	0	300
2014.04.07	20:00:00	14753.00	14768.00	14685.00	14697.00	3511	0	300
2014.04.08	00:00:00	14697.00	14764.00	14604.00	14619.00	1088	0	200
2014.04.08	04:00:00	14616.00	14744.00	14604.00	14649.00	2086	0	400
2014.04.08	08:00:00	14649.00	14694.00	14504.00	14519.00	3500	0	500
2014.04.08	12:00:00	14517.00	14529.00	14394.00	14424.00	3044	0	300
2014.04.08	16:00:00	14421.00	14459.00	14351.00	14356.00	10576	0	300
2014.04.08	20:00:00	14356.00	14411.00	14287.00	14357.00	2916	0	100
2014.04.09	00:00:00	14352.00	14527.00	14268.00	14387.00	8170	0	0
2014.04.09	04:00:00	14392.00	14417.00	14287.00	14356.00	2277	0	800
2014.04.09	08:00:00	14356.00	14426.00	14281.00	14421.00	2941	0	300
2014.04.09	12:00:00	14421.00	14431.00	14381.00	14412.00	1944	0	500
2014.04.09	16:00:00	14418.00	14426.00	14356.00	14391.00	6146	0	300
2014.04.09	20:00:00	14391.00	14535.00	14381.00	14507.00	3875	0	200
2014.04.10	00:00:00	14507.00	14526.00	14440.00	14450.00	1091	0	800
2014.04.10	04:00:00	14450.00	14465.00	14230.00	14260.00	2649	0	300
2014.04.10	08:00:00	14255.00	14340.00	14242.00	14246.00	2932	0	300
2014.04.10	12:00:00	14241.00	14286.00	14126.00	14251.00	5001	0	300
2014.04.10	16:00:00	14251.00	14286.00	14033.00	14033.00	11881	0	300
2014.04.10	20:00:00	14034.00	14063.00	13965.00	14045.00	5430	0	100
2014.04.11	00:00:00	14045.00	14055.00	13840.00	13915.00	2280	0	800
2014.04.11	04:00:00	13910.00	14020.00	13905.00	13975.00	2093	0	700
2014.04.11	08:00:00	13980.00	14081.00	13920.00	13986.00	3844	0	300
2014.04.11	12:00:00	13986.00	14004.00	13878.00	13953.00	5218	0	100
2014.04.11	16:00:00	13951.00	14013.00	13888.00	13933.00	15871	0	300
2014.04.11	20:00:00	13933.00	13936.00	13863.00	13878.00	4898	0	300
2014.04.14	00:00:00	13870.00	14132.00	13817.00	13930.00	9912	0	0
2014.04.14	04:00:00	13930.00	14005.00	13910.00	13970.00	2001	0	300
2014.04.14	08:00:00	13965.00	14010.00	13895.00	14010.00	3167	0	300
2014.04.14	12:00:00	14010.00	14127.00	13985.00	14107.00	3847	0	300
2014.04.14	16:00:00	14104.00	14143.00	14037.00	14131.00	8417	0	300
2014.04.14	20:00:00	14131.00	14133.00	13991.00	14107.00	3717	0	100
2014.04.15	00:00:00	14107.00	14108.00	13998.00	14028.00	1082	0	800
2014.04.15	04:00:00	14028.00	14103.00	14003.00	14028.00	1474	0	700
2014.04.15	08:00:00	14033.00	14045.00	13963.00	13998.00	3269	0	100
2014.04.15	12:00:00	14003.00	14088.00	13974.00	14063.00	3267	0	100
2014.04.15	16:00:00	14060.00	14118.00	13913.00	13913.00	16019	0	100
2014.04.15	20:00:00	13911.00	14164.00	13903.00	14159.00	6410	0	100
2014.04.16	00:00:00	14159.00	14279.00	14139.00	14239.00	1400	0	800
2014.04.16	04:00:00	14239.00	14388.00	14224.00	14383.00	1759	0	300
2014.04.16	08:00:00	14388.00	14420.00	14344.00	14402.00	2869	0	100
2014.04.16	12:00:00	14397.00	14418.00	14388.00	14396.00	3624	0	500
2014.04.16	16:00:00	14396.00	14439.00	14348.00	14404.00	9727	0	300
2014.04.16	20:00:00	14402.00	14459.00	14399.00	14434.00	2791	0	100
