<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.03.26	20:00:00	1860.90	1863.10	1848.60	1852.40	3762	0	10
2014.03.27	00:00:00	1852.20	1852.50	1850.00	1852.50	984	0	40
2014.03.27	04:00:00	1852.50	1853.50	1849.50	1853.30	875	0	40
2014.03.27	08:00:00	1853.00	1855.50	1851.00	1855.00	1606	0	20
2014.03.27	12:00:00	1855.00	1855.30	1841.00	1846.80	3876	0	10
2014.03.27	16:00:00	1846.80	1855.30	1842.50	1847.30	9290	0	10
2014.03.27	20:00:00	1847.30	1850.80	1844.50	1850.50	3396	0	20
2014.03.28	00:00:00	1850.00	1851.30	1848.80	1850.30	570	0	40
2014.03.28	04:00:00	1850.30	1852.50	1849.50	1851.80	664	0	20
2014.03.28	08:00:00	1851.80	1854.50	1850.00	1854.00	1114	0	20
2014.03.28	12:00:00	1853.80	1862.50	1851.00	1862.00	2681	0	20
2014.03.28	16:00:00	1862.00	1866.40	1857.80	1858.80	5088	0	20
2014.03.28	20:00:00	1858.50	1858.80	1852.20	1857.50	2507	0	20
2014.03.31	00:00:00	1863.50	1875.20	1862.00	1865.30	5343	0	0
2014.03.31	04:00:00	1865.50	1865.50	1862.30	1864.30	473	0	40
2014.03.31	08:00:00	1864.30	1865.70	1862.80	1864.50	1073	0	20
2014.03.31	12:00:00	1864.30	1868.80	1862.30	1868.30	1450	0	20
2014.03.31	16:00:00	1868.00	1874.80	1866.40	1873.70	5696	0	10
2014.03.31	20:00:00	1873.40	1874.20	1868.90	1871.20	1977	0	20
2014.04.01	00:00:00	1871.20	1872.20	1869.40	1871.20	260	0	40
2014.04.01	04:00:00	1871.20	1873.70	1870.90	1872.90	600	0	40
2014.04.01	08:00:00	1872.90	1875.00	1872.20	1874.40	1108	0	20
2014.04.01	12:00:00	1874.70	1877.00	1873.30	1876.10	726	0	20
2014.04.01	16:00:00	1876.10	1884.00	1874.60	1878.90	4469	0	10
2014.04.01	20:00:00	1878.70	1886.00	1877.20	1885.60	1901	0	20
2014.04.02	00:00:00	1885.60	1886.20	1883.70	1886.00	352	0	40
2014.04.02	04:00:00	1886.00	1889.50	1885.70	1887.50	581	0	40
2014.04.02	08:00:00	1887.50	1888.10	1885.60	1887.30	995	0	20
2014.04.02	12:00:00	1887.30	1888.20	1884.10	1885.60	1014	0	20
2014.04.02	16:00:00	1885.60	1890.90	1883.40	1889.70	4850	0	10
2014.04.02	20:00:00	1889.40	1893.30	1885.40	1890.50	2298	0	10
2014.04.03	00:00:00	1889.80	1894.50	1882.60	1889.30	4616	0	0
2014.04.03	04:00:00	1889.00	1890.30	1888.80	1889.80	348	0	40
2014.04.03	08:00:00	1889.50	1892.30	1888.50	1891.00	874	0	20
2014.04.03	12:00:00	1890.80	1893.30	1888.80	1889.80	1900	0	10
2014.04.03	16:00:00	1889.80	1894.50	1884.80	1885.50	5225	0	20
2014.04.03	20:00:00	1885.30	1891.30	1882.50	1891.30	2039	0	10
2014.04.04	00:00:00	1891.10	1899.30	1862.70	1893.50	8023	0	0
2014.04.04	04:00:00	1893.30	1894.00	1892.30	1892.60	280	0	40
2014.04.04	08:00:00	1892.50	1893.60	1891.30	1893.40	827	0	30
2014.04.04	12:00:00	1893.40	1899.10	1891.90	1897.60	2109	0	10
2014.04.04	16:00:00	1897.60	1899.60	1872.60	1873.90	9968	0	10
2014.04.04	20:00:00	1873.90	1877.10	1863.10	1866.10	6054	0	10
2014.04.07	00:00:00	1868.00	1868.60	1841.50	1865.10	8171	0	0
2014.04.07	04:00:00	1865.10	1867.40	1864.20	1864.20	487	0	40
2014.04.07	08:00:00	1864.40	1864.60	1857.70	1859.60	1752	0	10
2014.04.07	12:00:00	1859.60	1863.00	1858.20	1861.70	1643	0	20
2014.04.07	16:00:00	1861.70	1864.70	1845.70	1850.00	8900	0	10
2014.04.07	20:00:00	1849.70	1853.20	1842.00	1846.00	4685	0	20
2014.04.08	00:00:00	1846.00	1847.80	1845.70	1846.60	367	0	40
2014.04.08	04:00:00	1846.60	1849.30	1846.20	1848.20	644	0	40
2014.04.08	08:00:00	1848.10	1849.80	1845.80	1845.80	1396	0	20
2014.04.08	12:00:00	1845.60	1846.60	1839.30	1845.30	1673	0	10
2014.04.08	16:00:00	1845.10	1853.30	1837.30	1849.10	8080	0	10
2014.04.08	20:00:00	1849.10	1855.30	1847.50	1851.20	2911	0	20
2014.04.09	00:00:00	1851.20	1853.20	1850.70	1851.00	188	0	40
2014.04.09	04:00:00	1850.70	1853.00	1850.20	1852.50	534	0	40
2014.04.09	08:00:00	1852.50	1855.00	1850.50	1854.20	950	0	20
2014.04.09	12:00:00	1854.00	1857.30	1851.90	1856.30	714	0	10
2014.04.09	16:00:00	1856.10	1860.80	1851.50	1859.00	5329	0	10
2014.04.09	20:00:00	1859.00	1872.60	1857.80	1872.00	3244	0	10
2014.04.10	00:00:00	1872.10	1873.70	1830.20	1872.50	8075	0	0
2014.04.10	04:00:00	1872.10	1872.90	1868.90	1870.60	742	0	40
2014.04.10	08:00:00	1870.60	1873.40	1869.60	1870.00	1287	0	10
2014.04.10	12:00:00	1870.00	1871.90	1863.60	1869.90	2501	0	10
2014.04.10	16:00:00	1869.90	1872.60	1845.00	1845.20	8832	0	10
2014.04.10	20:00:00	1845.20	1847.50	1830.10	1835.70	5705	0	10
2014.04.11	00:00:00	1835.70	1836.30	1832.80	1834.00	681	0	40
2014.04.11	04:00:00	1834.10	1836.50	1834.00	1835.10	841	0	40
2014.04.11	08:00:00	1834.80	1838.00	1833.30	1833.50	1793	0	20
2014.04.11	12:00:00	1833.00	1834.50	1820.80	1826.00	3480	0	10
2014.04.11	16:00:00	1825.80	1834.50	1819.00	1826.50	13518	0	10
2014.04.11	20:00:00	1826.30	1826.50	1813.50	1815.40	5455	0	10
2014.04.14	00:00:00	1813.00	1834.20	1809.50	1813.50	9232	0	0
2014.04.14	04:00:00	1813.50	1817.00	1813.00	1815.00	998	0	40
2014.04.14	08:00:00	1814.80	1819.80	1813.80	1816.00	1969	0	20
2014.04.14	12:00:00	1815.80	1828.40	1812.50	1826.30	2533	0	10
2014.04.14	16:00:00	1826.30	1833.90	1821.90	1832.40	8340	0	10
