<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.04.04	12:00:00	4458.50	4475.50	4454.50	4472.50	9008	0	40
2014.04.04	16:00:00	4472.00	4497.50	4462.00	4466.50	27636	0	10
2014.04.04	20:00:00	4466.30	4471.50	4447.50	4450.50	12825	0	40
2014.04.07	00:00:00	4450.80	4464.80	4419.30	4447.40	13791	0	0
2014.04.07	04:00:00	4447.20	4452.90	4447.10	4447.70	822	0	600
2014.04.07	08:00:00	4447.50	4465.50	4437.00	4452.50	12113	0	10
2014.04.07	12:00:00	4452.50	4464.00	4443.50	4457.00	11119	0	40
2014.04.07	16:00:00	4457.00	4463.50	4420.00	4429.00	23617	0	10
2014.04.07	20:00:00	4428.80	4439.50	4422.00	4435.00	12346	0	40
2014.04.08	00:00:00	4434.80	4447.80	4382.80	4437.80	12310	0	0
2014.04.08	04:00:00	4438.00	4444.00	4436.90	4440.70	884	0	600
2014.04.08	08:00:00	4440.80	4448.60	4428.10	4430.10	9940	0	40
2014.04.08	12:00:00	4429.60	4434.10	4383.60	4401.10	14307	0	10
2014.04.08	16:00:00	4400.60	4428.60	4390.10	4419.60	23823	0	10
2014.04.08	20:00:00	4419.60	4426.10	4410.00	4410.70	6839	0	10
2014.04.09	00:00:00	4411.00	4460.30	4410.00	4413.80	10101	0	0
2014.04.09	04:00:00	4414.10	4418.70	4412.10	4418.70	762	0	600
2014.04.09	08:00:00	4418.30	4453.20	4414.10	4447.70	9059	0	20
2014.04.09	12:00:00	4447.20	4454.20	4439.50	4452.40	8807	0	10
2014.04.09	16:00:00	4452.40	4455.20	4436.70	4443.70	18193	0	10
2014.04.09	20:00:00	4443.70	4462.00	4436.70	4453.90	7175	0	10
2014.04.10	00:00:00	4453.20	4464.80	4361.30	4457.00	14938	0	0
2014.04.10	04:00:00	4456.90	4457.60	4448.50	4451.20	812	0	600
2014.04.10	08:00:00	4451.00	4466.20	4439.20	4442.90	9540	0	10
2014.04.10	12:00:00	4442.70	4459.20	4413.20	4449.20	18388	0	10
2014.04.10	16:00:00	4449.20	4454.20	4395.40	4396.20	27538	0	10
2014.04.10	20:00:00	4396.00	4399.20	4361.20	4372.00	17828	0	10
2014.04.11	00:00:00	4372.00	4374.10	4365.50	4368.40	885	0	600
2014.04.11	04:00:00	4368.50	4374.40	4368.40	4370.50	880	0	600
2014.04.11	08:00:00	4370.00	4387.20	4362.70	4363.70	14761	0	20
2014.04.11	12:00:00	4363.20	4369.20	4343.20	4348.70	21092	0	10
2014.04.11	16:00:00	4348.50	4383.20	4332.70	4363.40	32812	0	10
2014.04.11	20:00:00	4363.40	4363.90	4343.70	4346.20	12325	0	20
2014.04.14	00:00:00	4334.60	4386.30	4317.50	4326.10	14600	0	0
2014.04.14	04:00:00	4325.50	4337.60	4325.00	4333.90	1036	0	600
2014.04.14	08:00:00	4334.00	4365.70	4334.00	4345.70	11208	0	10
2014.04.14	12:00:00	4345.50	4380.20	4319.20	4364.70	12815	0	40
2014.04.14	16:00:00	4364.70	4387.70	4354.70	4383.20	12585	0	30
2014.04.14	20:00:00	4383.20	4385.20	4364.70	4382.60	3863	0	40
2014.04.15	00:00:00	4382.60	4385.10	4380.30	4382.30	623	0	600
2014.04.15	04:00:00	4382.10	4384.80	4379.40	4382.60	605	0	600
2014.04.15	08:00:00	4382.40	4396.20	4368.70	4368.70	11089	0	10
2014.04.15	12:00:00	4369.20	4404.20	4359.70	4394.30	13147	0	10
2014.04.15	16:00:00	4393.20	4402.70	4324.70	4324.70	31818	0	10
2014.04.15	20:00:00	4324.50	4389.40	4323.40	4388.50	15457	0	10
2014.04.16	00:00:00	4388.50	4393.00	4375.20	4377.30	798	0	600
2014.04.16	04:00:00	4377.40	4392.10	4376.10	4391.50	1050	0	600
2014.04.16	08:00:00	4391.40	4411.30	4376.80	4388.80	15963	0	10
