<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.05.23	1892.70	1901.00	1891.60	1899.80	6295	0	10
2014.05.26	1900.00	1907.00	1899.20	1905.90	2427	0	0
2014.05.27	1905.70	1912.20	1904.20	1912.00	8491	0	0
2014.05.28	1912.00	1915.90	1906.60	1911.70	7559	0	10
2014.05.29	1911.80	1920.00	1909.50	1919.50	9591	0	0
2014.05.30	1919.00	1924.00	1915.70	1922.40	10065	0	0
2014.06.02	1922.60	1926.00	1915.40	1923.90	11386	0	0
2014.06.03	1923.90	1924.70	1917.90	1924.70	8409	0	10
2014.06.04	1924.70	1928.10	1917.40	1927.60	6683	0	10
2014.06.05	1927.20	1942.00	1922.30	1939.70	17632	0	0
2014.06.06	1939.70	1949.20	1938.80	1948.70	8942	0	10
2014.06.09	1950.40	1955.50	1946.70	1950.00	6246	0	0
2014.06.10	1949.70	1952.70	1944.00	1952.70	8997	0	0
2014.06.11	1952.00	1952.70	1939.20	1943.60	8351	0	0
2014.06.12	1944.50	1948.30	1924.70	1930.70	11393	0	0
2014.06.13	1931.80	1937.50	1926.60	1935.30	9297	0	0
2014.06.16	1935.90	1941.30	1926.60	1936.20	13958	0	0
2014.06.17	1935.90	1943.50	1931.60	1941.20	11620	0	0
2014.06.18	1941.70	1964.90	1937.30	1955.40	13065	0	0
2014.06.19	1956.50	1960.50	1952.00	1957.70	10434	0	0
2014.06.20	1957.70	1964.50	1954.80	1962.70	6400	0	10
2014.06.23	1961.10	1968.00	1958.10	1960.00	9895	0	0
2014.06.24	1959.40	1968.20	1948.20	1950.40	10564	0	0
2014.06.25	1950.90	1961.60	1945.70	1956.70	14226	0	0
2014.06.26	1955.90	1960.30	1943.90	1956.70	14927	0	0
2014.06.27	1956.00	1961.60	1950.40	1960.40	12567	0	0
2014.06.30	1959.40	1964.40	1955.90	1958.70	10584	0	0
2014.07.01	1962.20	1979.10	1958.20	1973.50	10086	0	0
2014.07.02	1973.50	1977.30	1972.10	1974.70	6867	0	20
2014.07.03	1975.20	1985.60	1973.50	1985.10	9194	0	0
2014.07.04	1984.20	1984.80	1982.00	1983.20	1189	0	0
2014.07.07	1983.20	1984.90	1974.20	1977.20	8580	0	0
2014.07.08	1976.90	1977.50	1959.20	1967.00	15236	0	0
2014.07.09	1966.90	1975.00	1964.70	1974.00	12735	0	0
2014.07.10	1974.00	1975.00	1952.30	1963.80	13368	0	10
2014.07.11	1963.20	1970.30	1959.00	1968.00	12439	0	0
2014.07.14	1968.50	1980.50	1965.10	1977.10	8889	0	0
2014.07.15	1977.10	1983.10	1965.40	1974.00	12431	0	10
2014.07.16	1974.00	1984.30	1973.00	1978.60	8446	0	10
2014.07.17	1977.20	1982.40	1954.50	1955.40	20413	0	0
2014.07.18	1955.70	1980.10	1948.50	1978.10	15428	0	0
2014.07.21	1976.10	1980.30	1965.00	1971.90	14382	0	0
2014.07.22	1971.80	1986.50	1970.70	1978.40	12034	0	0
2014.07.23	1979.20	1989.40	1977.30	1987.20	6489	0	0
2014.07.24	1987.20	1991.70	1982.90	1985.10	3870	0	40
2014.07.25	1985.10	1986.40	1973.90	1978.00	3880	0	30
2014.07.28	1977.00	1981.70	1966.70	1978.00	9126	0	0
2014.07.29	1978.00	1985.20	1967.50	1970.00	4464	0	40
2014.07.30	1970.00	1979.20	1962.00	1970.50	6070	0	40
2014.07.31	1970.50	1970.60	1928.90	1929.60	7294	0	40
2014.08.01	1929.60	1937.40	1915.60	1924.90	8856	0	40
2014.08.04	1925.10	1942.60	1920.10	1937.10	9901	0	0
2014.08.05	1936.10	1938.40	1913.00	1919.20	13910	0	0
2014.08.06	1919.20	1928.20	1908.00	1920.00	6510	0	40
2014.08.07	1920.00	1930.10	1904.20	1908.50	7723	0	40
2014.08.08	1908.50	1932.50	1895.00	1931.00	8606	0	40
2014.08.11	1932.80	1944.80	1927.60	1937.30	7980	0	0
2014.08.12	1937.30	1942.30	1927.60	1936.30	4568	0	40
2014.08.13	1936.30	1949.70	1934.20	1949.50	3624	0	40
2014.08.14	1949.50	1958.00	1945.50	1957.50	3355	0	40
2014.08.15	1957.20	1964.20	1940.70	1955.00	11447	0	0
2014.08.18	1962.20	1971.90	1960.20	1971.70	5351	0	0
2014.08.19	1971.70	1982.30	1971.20	1980.00	2133	0	40
2014.08.20	1980.00	1988.50	1975.80	1985.80	2757	0	40
2014.08.21	1985.30	1994.50	1983.30	1992.50	5330	0	0
2014.08.22	1992.50	1993.90	1984.20	1987.90	4146	0	40
2014.08.25	1990.40	2002.00	1990.40	1997.00	4278	0	0
2014.08.26	1997.00	2005.00	1994.70	2001.20	2387	0	40
2014.08.27	2001.20	2002.30	1995.90	1999.10	2110	0	40
2014.08.28	1998.70	2000.70	1989.70	2000.70	6885	0	0
2014.08.29	2001.20	2005.70	1994.40	2003.00	5537	0	0
2014.09.01	2000.30	2003.00	1999.00	2002.50	2034	0	0
2014.09.02	2001.90	2008.00	1994.70	2002.70	6351	0	0
2014.09.03	2001.80	2012.40	1997.70	2000.20	8783	0	0
2014.09.04	2000.50	2011.20	1992.20	2001.00	9444	0	0
2014.09.05	2001.00	2007.50	1989.70	2007.00	5658	0	40
2014.09.08	2006.60	2007.20	1995.20	2002.40	5912	0	0
2014.09.09	2002.40	2003.90	1984.40	1990.40	4668	0	40
2014.09.10	1990.40	1997.00	1982.50	1996.20	3797	0	40
2014.09.11	1996.20	1999.50	1985.50	1999.50	4120	0	40
2014.09.12	1999.20	1999.70	1980.00	1985.50	7648	0	0
