<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.09.04	15699.00	15764.00	15604.00	15759.00	7157	0	0
2014.09.05	15754.00	15804.00	15554.00	15684.00	7573	0	0
2014.09.08	15697.00	15799.00	15649.00	15799.00	4588	0	0
2014.09.09	15799.00	15814.00	15629.00	15649.00	3304	0	700
2014.09.10	15652.00	15929.00	15634.00	15921.00	4864	0	0
2014.09.11	15916.00	15935.00	15810.00	15925.00	7897	0	0
2014.09.12	15930.00	15991.00	15865.00	15910.00	6896	0	0
2014.09.15	15873.00	15915.00	15798.00	15910.00	4269	0	0
2014.09.16	15915.00	15990.00	15836.00	15985.00	5941	0	0
2014.09.17	15980.00	16070.00	15855.00	16030.00	7345	0	0
2014.09.18	16030.00	16230.00	15996.00	16218.00	3611	0	700
2014.09.19	16218.00	16366.00	16170.00	16275.00	4684	0	700
2014.09.22	16300.00	16303.00	16150.00	16170.00	6525	0	0
2014.09.23	16170.00	16221.00	16055.00	16100.00	2829	0	700
2014.09.24	16100.00	16355.00	16055.00	16320.00	3767	0	700
2014.09.25	16320.00	16432.00	16170.00	16188.00	4918	0	700
2014.09.26	16188.00	16402.00	16091.00	16337.00	4356	0	700
2014.09.29	16352.00	16377.00	16146.00	16241.00	9904	0	0
2014.09.30	16241.00	16256.00	16052.00	16174.00	4682	0	700
2014.10.01	16174.00	16227.00	15817.00	15857.00	5576	0	700
