<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.10.02	15857.00	15923.00	15357.00	15565.00	7951	0	700
2014.10.03	15557.00	15957.00	15548.00	15932.00	4730	0	700
2014.10.06	15919.00	15972.00	15737.00	15762.00	13690	0	0
2014.10.07	15772.00	15921.00	15477.00	15477.00	15433	0	0
2014.10.08	15477.00	15718.00	15443.00	15693.00	7772	0	700
2014.10.09	15692.00	15737.00	15204.00	15244.00	20578	0	0
2014.10.10	15242.00	15397.00	15090.00	15090.00	20015	0	0
2014.10.13	15030.00	15156.00	14800.00	14810.00	14292	0	0
2014.10.14	14810.00	15112.00	14790.00	14935.00	24309	0	0
2014.10.15	14947.00	15097.00	14471.00	14681.00	31938	0	0
2014.10.16	14681.00	14807.00	14356.00	14676.00	16885	0	700
2014.10.17	14676.00	14876.00	14506.00	14856.00	11422	0	700
2014.10.20	14881.00	15156.00	14881.00	15114.00	23857	0	0
2014.10.21	15114.00	15171.00	14746.00	15074.00	7881	0	700
2014.10.22	15074.00	15265.00	14989.00	15115.00	7896	0	700
2014.10.23	15115.00	15455.00	15056.00	15350.00	7775	0	700
2014.10.24	15350.00	15430.00	15226.00	15425.00	7202	0	700
2014.10.27	15425.00	15440.00	15250.00	15334.00	6513	0	700
2014.10.28	15334.00	15430.00	15256.00	15410.00	5273	0	700
2014.10.29	15413.00	15675.00	15365.00	15643.00	6461	0	700
2014.10.30	15635.00	15895.00	15565.00	15781.00	7506	0	700
2014.10.31	15790.00	17035.00	15790.00	16993.00	11688	0	700
2014.11.03	17028.00	17432.00	16930.00	17345.00	15419	0	0
2014.11.04	17345.00	17345.00	16650.00	16920.00	10597	0	700
2014.11.05	16920.00	17115.00	16775.00	17048.00	9138	0	700
2014.11.06	17054.00	17098.00	16721.00	16950.00	27179	0	0
2014.11.07	16952.00	16962.00	16670.00	16775.00	22158	0	0
2014.11.10	16758.00	16956.00	16688.00	16918.00	14924	0	0
2014.11.11	16922.00	17353.00	16851.00	17340.00	17819	0	0
2014.11.12	17343.00	17463.00	17035.00	17217.00	21633	0	0
2014.11.13	17214.00	17501.00	17103.00	17396.00	21333	0	0
2014.11.14	17406.00	17525.00	17292.00	17466.00	21864	0	0
2014.11.17	17476.00	17554.00	16872.00	17181.00	23277	0	0
2014.11.18	17191.00	17450.00	17161.00	17414.00	18485	0	0
2014.11.19	17421.00	17486.00	17274.00	17431.00	17520	0	0
2014.11.20	17425.00	17466.00	17111.00	17254.00	18062	0	0
2014.11.21	17265.00	17546.00	17092.00	17371.00	20473	0	0
2014.11.24	17430.00	17583.00	17296.00	17479.00	6475	0	0
2014.11.25	17479.00	17538.00	17316.00	17394.00	14057	0	0
2014.11.26	17394.00	17444.00	17296.00	17336.00	10761	0	0
2014.11.27	17341.00	17359.00	17166.00	17279.00	7591	0	0
2014.11.28	17288.00	17509.00	17274.00	17441.00	11456	0	0
2014.12.01	17463.00	17659.00	17381.00	17516.00	21193	0	0
2014.12.02	17530.00	17823.00	17436.00	17766.00	15174	0	0
2014.12.03	17779.00	17913.00	17685.00	17889.00	12906	0	0
2014.12.04	17887.00	17918.00	17719.00	17847.00	16003	0	0
2014.12.05	17855.00	18106.00	17755.00	18036.00	15137	0	0
2014.12.08	18084.00	18086.00	17686.00	17744.00	16660	0	0
2014.12.09	17742.00	17903.00	17306.00	17614.00	25877	0	0
2014.12.10	17614.00	17627.00	17047.00	17162.00	8998	0	700
2014.12.11	17162.00	17537.00	17033.00	17237.00	7867	0	700
2014.12.12	17230.00	17538.00	17146.00	17188.00	30226	0	0
2014.12.15	17147.00	17261.00	16620.00	16715.00	32313	0	0
2014.12.16	16715.00	16894.00	16444.00	16559.00	10588	0	700
2014.12.17	16559.00	17249.00	16549.00	17202.00	8717	0	700
2014.12.18	17205.00	17591.00	17164.00	17554.00	22196	0	0
2014.12.19	17542.00	17786.00	17470.00	17709.00	21868	0	0
2014.12.22	17732.00	17786.00	17565.00	17774.00	12340	0	0
2014.12.23	17774.00	17919.00	17710.00	17862.00	2815	0	700
2014.12.24	17876.00	17896.00	17764.00	17829.00	5062	0	0
2014.12.26	17740.00	17937.00	17705.00	17915.00	1501	0	700
2014.12.29	17919.00	17951.00	17508.00	17730.00	13251	0	0
2014.12.30	17730.00	17730.00	17184.00	17319.00	5932	0	700
2014.12.31	17313.00	17408.00	17240.00	17254.00	7420	0	0
2015.01.02	17325.00	17581.00	17269.00	17409.00	12939	0	0
2015.01.05	17376.00	17546.00	17009.00	17087.00	10970	0	0
2015.01.06	17086.00	17098.00	16532.00	16682.00	14182	0	0
2015.01.07	16682.00	17161.00	16668.00	16994.00	11479	0	700
2015.01.08	16978.00	17415.00	16971.00	17354.00	8106	0	0
2015.01.09	17354.00	17391.00	16909.00	16936.00	10909	0	700
2015.01.12	16913.00	17077.00	16736.00	16881.00	12335	0	0
2015.01.13	16882.00	17227.00	16781.00	16941.00	28772	0	0
2015.01.14	16941.00	17037.00	16526.00	16784.00	14620	0	700
2015.01.15	16778.00	17193.00	16731.00	16766.00	48944	0	0
2015.01.16	16750.00	17085.00	16542.00	17070.00	31235	0	0
2015.01.19	17043.00	17130.00	16904.00	17060.00	17658	0	0
2015.01.20	17063.00	17485.00	17012.00	17395.00	25212	0	0
2015.01.21	17392.00	17408.00	17080.00	17340.00	32549	0	0
2015.01.22	17340.00	17590.00	17150.00	17543.00	13733	0	700
2015.01.23	17543.00	17588.00	17341.00	17388.00	10459	0	700
2015.01.26	17310.00	17705.00	17278.00	17681.00	20238	0	0
2015.01.27	17681.00	17766.00	17483.00	17663.00	10882	0	700
2015.01.28	17666.00	17875.00	17517.00	17572.00	11356	0	700
2015.01.29	17565.00	17849.00	17550.00	17835.00	30743	0	0
2015.01.30	17835.00	17857.00	17467.00	17492.00	11184	0	700
2015.02.02	17450.00	17684.00	17423.00	17682.00	33481	0	0
2015.02.03	17682.00	17682.00	17268.00	17567.00	9995	0	700
2015.02.04	17570.00	17744.00	17519.00	17532.00	26521	0	0
2015.02.05	17532.00	17742.00	17452.00	17717.00	8854	0	700
2015.02.06	17712.00	17922.00	17603.00	17777.00	7646	0	700
2015.02.09	17790.00	17822.00	17527.00	17597.00	20891	0	0
2015.02.10	17583.00	17869.00	17543.00	17830.00	18368	0	0
2015.02.11	17824.00	18080.00	17785.00	18027.00	9918	0	0
2015.02.12	18027.00	18032.00	17702.00	17922.00	9973	0	700
2015.02.13	17922.00	18097.00	17845.00	18070.00	6534	0	700
2015.02.16	17999.00	18075.00	17957.00	17962.00	9429	0	0
2015.02.17	17941.00	18181.00	17791.00	18127.00	16421	0	0
2015.02.18	18130.00	18340.00	18077.00	18247.00	16299	0	0
2015.02.19	18239.00	18390.00	18212.00	18357.00	14325	0	0
2015.02.20	18355.00	18542.00	18263.00	18522.00	16998	0	0
2015.02.23	18494.00	18518.00	18398.00	18495.00	12003	0	0
2015.02.24	18473.00	18700.00	18428.00	18667.00	15167	0	0
2015.02.25	18646.00	18679.00	18543.00	18618.00	14096	0	0
2015.02.26	18607.00	18911.00	18578.00	18861.00	13840	0	0
2015.02.27	18850.00	18863.00	18709.00	18806.00	14196	0	0
2015.03.02	18843.00	18978.00	18769.00	18923.00	13266	0	0
2015.03.03	18922.00	18928.00	18648.00	18733.00	13021	0	0
2015.03.04	18738.00	18740.00	18558.00	18686.00	13497	0	0
2015.03.05	18682.00	18913.00	18643.00	18848.00	11291	0	0
2015.03.06	18848.00	19083.00	18808.00	18833.00	6512	0	700
2015.03.09	18738.00	18893.00	18688.00	18851.00	13082	0	0
2015.03.10	18850.00	18908.00	18493.00	18542.00	6589	0	700
2015.03.11	18542.00	18829.00	18518.00	18800.00	6168	0	700
2015.03.12	18800.00	19229.00	18758.00	19200.00	5602	0	700
2015.03.13	19202.00	19349.00	19115.00	19299.00	6110	0	700
2015.03.16	19294.00	19469.00	19219.00	19384.00	4527	0	700
2015.03.17	19388.00	19549.00	19354.00	19466.00	5276	0	700
2015.03.18	19473.00	19609.00	19384.00	19471.00	6497	0	700
2015.03.19	19482.00	19545.00	19300.00	19465.00	6309	0	700
2015.03.20	19473.00	19679.00	19400.00	19652.00	4514	0	700
2015.03.23	19642.00	19781.00	19604.00	19705.00	4346	0	700
2015.03.24	19712.00	19804.00	19635.00	19694.00	5090	0	700
2015.03.25	19694.00	19765.00	19494.00	19544.00	5850	0	700
2015.03.26	19538.00	19610.00	19104.00	19298.00	8570	0	700
2015.03.27	19305.00	19604.00	19089.00	19351.00	7102	0	700
2015.03.30	19327.00	19623.00	19211.00	19578.00	13001	0	0
2015.03.31	19578.00	19628.00	19178.00	19226.00	6266	0	700
2015.04.01	19226.00	19358.00	18929.00	19208.00	9385	0	700
2015.04.02	19191.00	19439.00	19105.00	19333.00	14863	0	0
2015.04.03	19358.00	19543.00	19303.00	19358.00	2987	0	700
2015.04.06	19310.00	19601.00	19236.00	19564.00	8300	0	0
2015.04.07	19544.00	19846.00	19358.00	19766.00	12923	0	0
2015.04.08	19755.00	19901.00	19358.00	19861.00	17340	0	0
2015.04.09	19864.00	20079.00	19358.00	20042.00	4350	0	700
2015.04.10	20034.00	20047.00	19358.00	20034.00	12843	0	0
2015.04.13	20004.00	20019.00	19358.00	19859.00	10608	0	0
2015.04.14	19859.00	19954.00	19358.00	19904.00	3576	0	700
2015.04.15	19904.00	19925.00	19358.00	19857.00	3232	0	700
2015.04.16	19358.00	19895.00	19358.00	19804.00	4170	0	700
2015.04.17	19804.00	19824.00	19358.00	19507.00	5814	0	700
2015.04.20	19568.00	19730.00	19358.00	19672.00	11941	0	0
2015.04.21	19680.00	20070.00	19358.00	19995.00	12304	0	0
2015.04.22	19984.00	20248.00	19358.00	20230.00	15700	0	0
2015.04.23	20230.00	20257.00	19358.00	20145.00	4921	0	700
2015.04.24	20140.00	20158.00	19358.00	20037.00	11959	0	0
2015.04.27	20057.00	20152.00	19358.00	20036.00	12410	0	0
2015.04.28	20034.00	20144.00	19358.00	19981.00	11830	0	0
2015.04.29	19969.00	19991.00	19358.00	19791.00	11603	0	0
2015.04.30	19791.00	19841.00	19316.00	19399.00	22179	0	0
2015.05.01	19402.00	19741.00	19358.00	19721.00	9353	0	0
2015.05.04	19704.00	19791.00	19358.00	19736.00	7309	0	0
2015.05.05	19731.00	19782.00	19310.00	19364.00	11929	0	0
2015.05.06	19364.00	19447.00	19161.00	19321.00	5376	0	700
2015.05.07	19292.00	19454.00	19030.00	19361.00	17959	0	0
2015.05.08	19344.00	19691.00	19290.00	19676.00	13336	0	0
2015.05.11	19676.00	19677.00	19358.00	19581.00	9805	0	0
2015.05.12	19559.00	19661.00	19358.00	19521.00	14424	0	0
2015.05.13	19511.00	19845.00	19358.00	19634.00	11903	0	0
2015.05.14	19631.00	19722.00	19358.00	19666.00	10531	0	0
2015.05.15	19652.00	19862.00	19358.00	19786.00	10682	0	0
2015.05.18	19770.00	20017.00	19358.00	20001.00	9615	0	0
2015.05.19	19996.00	20190.00	19358.00	20141.00	9039	0	0
2015.05.20	20143.00	20292.00	19358.00	20278.00	10995	0	0
2015.05.21	20274.00	20322.00	19358.00	20230.00	9304	0	0
2015.05.22	19358.00	20375.00	19358.00	20360.00	2889	0	700
2015.05.25	20345.00	20470.00	19358.00	20408.00	3270	0	0
2015.05.26	20420.00	20559.00	19358.00	20443.00	13335	0	0
2015.05.27	20424.00	20657.00	20355.00	20626.00	11490	0	0
2015.05.28	20627.00	20656.00	20441.00	20571.00	14578	0	0
2015.05.29	20567.00	20639.00	19358.00	20421.00	16129	0	0
2015.06.01	20458.00	20638.00	20402.00	20581.00	13558	0	0
2015.06.02	20578.00	20622.00	20400.00	20471.00	17449	0	0
2015.06.03	20406.00	20608.00	20387.00	20566.00	16442	0	0
2015.06.04	20580.00	20585.00	20359.00	20426.00	16380	0	0
2015.06.05	20428.00	20622.00	19358.00	20571.00	17802	0	0
2015.06.08	20570.00	20586.00	19358.00	20271.00	13108	0	0
2015.06.09	20294.00	20336.00	19358.00	19358.00	16557	0	0
2015.06.10	20088.00	20265.00	20002.00	20094.00	18337	0	0
2015.06.11	20094.00	20539.00	19358.00	20479.00	3967	0	700
2015.06.12	20419.00	20462.00	20244.00	20309.00	15561	0	0
2015.06.15	20315.00	20408.00	19358.00	20334.00	13155	0	0
2015.06.16	20341.00	20377.00	19358.00	20282.00	11419	0	0
2015.06.17	20293.00	20324.00	19358.00	20159.00	12944	0	0
2015.06.18	20159.00	20209.00	19358.00	20114.00	6517	0	700
2015.06.19	20127.00	20238.00	19358.00	20114.00	11418	0	0
2015.06.22	20137.00	20608.00	19358.00	20524.00	10118	0	0
2015.06.23	20537.00	20912.00	19358.00	20874.00	10584	0	0
2015.06.24	20896.00	20972.00	19358.00	20734.00	14421	0	0
2015.06.25	20751.00	20878.00	19358.00	20722.00	12351	0	0
2015.06.26	20719.00	20890.00	19358.00	20837.00	10830	0	0
2015.06.29	20504.00	20539.00	19358.00	20040.00	27709	0	0
2015.06.30	20040.00	20362.00	19358.00	20207.00	9559	0	700
2015.07.01	20249.00	20620.00	20175.00	20542.00	16899	0	0
2015.07.02	20542.00	20583.00	20437.00	20487.00	4658	0	700
2015.07.03	20494.00	20570.00	19358.00	20447.00	8421	0	0
2015.07.06	20164.00	20376.00	19988.00	20272.00	23801	0	0
2015.07.07	20272.00	20442.00	20072.00	20410.00	8935	0	700
2015.07.08	20410.00	20413.00	19197.00	19285.00	13773	0	700
2015.07.09	19300.00	19901.00	19103.00	19640.00	37111	0	0
2015.07.10	19648.00	20142.00	19358.00	20067.00	41011	0	0
2015.07.13	19943.00	20397.00	19358.00	20357.00	21830	0	0
2015.07.14	20357.00	20507.00	19358.00	20492.00	3927	0	700
2015.07.15	20492.00	20602.00	19358.00	20522.00	4124	0	700
2015.07.16	20540.00	20701.00	19358.00	20655.00	15017	0	0
2015.07.17	20671.00	20727.00	19358.00	20692.00	13813	0	0
2015.07.20	20700.00	20816.00	19358.00	20787.00	4191	0	0
2015.07.21	20774.00	20850.00	20587.00	20617.00	14857	0	0
2015.07.22	20625.00	20682.00	19358.00	19358.00	15360	0	0
2015.07.23	20647.00	20702.00	19358.00	20577.00	18467	0	0
2015.07.24	20577.00	20613.00	20328.00	20355.00	6631	0	700
2015.07.27	20369.00	20492.00	20032.00	20142.00	24816	0	0
2015.07.28	20142.00	20422.00	20048.00	20352.00	11734	0	700
2015.07.29	20328.00	20528.00	20195.00	20452.00	24409	0	0
2015.07.30	20442.00	20588.00	20435.00	20562.00	23628	0	0
2015.07.31	20542.00	20607.00	20461.00	20557.00	22194	0	0
2015.08.03	20583.00	20593.00	20388.00	20481.00	14295	0	0
2015.08.04	20485.00	20565.00	20396.00	20511.00	15634	0	0
2015.08.05	20511.00	20806.00	20452.00	20739.00	4362	0	700
2015.08.06	20749.00	20804.00	20556.00	20626.00	14443	0	0
2015.08.07	20627.00	20745.00	20547.00	20644.00	16569	0	0
2015.08.10	20622.00	20909.00	20598.00	20902.00	13076	0	0
2015.08.11	20900.00	20935.00	20546.00	20649.00	23414	0	0
2015.08.12	20649.00	20700.00	20051.00	20381.00	8421	0	700
2015.08.13	20365.00	20671.00	20291.00	20591.00	24274	0	0
2015.08.14	20576.00	20621.00	20471.00	20586.00	16549	0	0
2015.08.17	20580.00	20686.00	20531.00	20661.00	16554	0	0
2015.08.18	20661.00	20681.00	20446.00	20476.00	5516	0	700
2015.08.19	20468.00	20602.00	20071.00	20086.00	27229	0	0
2015.08.20	20071.00	20252.00	19586.00	19611.00	34629	0	0
2015.08.21	19611.00	19712.00	18916.00	18926.00	14278	0	700
2015.08.24	18916.00	19102.00	17160.00	17819.00	115800	0	0
2015.08.25	17826.00	18854.00	17656.00	17749.00	38578	0	0
2015.08.26	17733.00	18791.00	17649.00	18704.00	39454	0	0
2015.08.27	18704.00	19068.00	18479.00	19018.00	25977	0	0
2015.08.28	19018.00	19199.00	18944.00	19158.00	15885	0	700
2015.08.31	19163.00	19163.00	18749.00	18798.00	12878	0	700
2015.09.01	18791.00	18828.00	17738.00	17776.00	35866	0	0
2015.09.02	17777.00	18479.00	17753.00	18313.00	23408	0	0
2015.09.03	18313.00	18484.00	18174.00	18221.00	17269	0	0
2015.09.04	18212.00	18308.00	17501.00	17578.00	24537	0	0
2015.09.07	17598.00	18019.00	17474.00	17846.00	9987	0	0
2015.09.08	17891.00	18068.00	17383.00	18008.00	15127	0	0
2015.09.09	18008.00	18751.00	17976.00	18193.00	17628	0	0
2015.09.10	18177.00	18394.00	17954.00	18219.00	20635	0	0
2015.09.11	18227.00	18340.00	18011.00	18171.00	13991	0	0
2015.09.14	18210.00	18386.00	17867.00	17967.00	15258	0	0
2015.09.15	17967.00	18325.00	17819.00	18244.00	15185	0	0
2015.09.16	18233.00	18489.00	18095.00	18469.00	14597	0	0
2015.09.17	18469.00	18657.00	18252.00	18297.00	15234	0	0
2015.09.18	18286.00	18359.00	17769.00	17827.00	18477	0	0
2015.09.21	17897.00	18124.00	17761.00	18067.00	13500	0	0
2015.09.22	18067.00	18120.00	17524.00	17672.00	12215	0	0
2015.09.23	17655.00	17844.00	17450.00	17722.00	11102	0	0
2015.09.24	17706.00	17820.00	17182.00	17537.00	27195	0	0
2015.09.25	17540.00	18137.00	17478.00	17895.00	21000	0	700
2015.09.28	17887.00	17887.00	17282.00	17407.00	21354	0	700
2015.09.29	17405.00	17437.00	16904.00	17240.00	22868	0	700
2015.09.30	17237.00	17544.00	17202.00	17489.00	20222	0	0
2015.10.01	17475.00	17855.00	17391.00	17637.00	21925	0	0
2015.10.02	17623.00	17864.00	17249.00	17864.00	22983	0	0
2015.10.05	17874.00	18434.00	17864.00	18354.00	16716	0	0
2015.10.06	18322.00	18372.00	18047.00	18172.00	16691	0	0
2015.10.07	18169.00	18463.00	17994.00	18358.00	19026	0	700
2015.10.08	18356.00	18409.00	18023.00	18283.00	18181	0	0
2015.10.09	18281.00	18455.00	18186.00	18340.00	15147	0	0
2015.10.12	18315.00	18430.00	18211.00	18350.00	6457	0	0
2015.10.13	18339.00	18366.00	18079.00	18092.00	9606	0	0
2015.10.14	18084.00	18340.00	17654.00	17727.00	21641	0	0
2015.10.15	17707.00	18340.00	17704.00	18198.00	12682	0	0
2015.10.16	18194.00	18394.00	18172.00	18358.00	11738	0	0
2015.10.19	18356.00	18356.00	18074.00	18268.00	10140	0	0
2015.10.20	18265.00	18269.00	18144.00	18194.00	9927	0	0
2015.10.21	18190.00	18607.00	18139.00	18452.00	14808	0	0
2015.10.22	18445.00	18882.00	18370.00	18875.00	11390	0	0
2015.10.23	18867.00	19179.00	18749.00	19134.00	21943	0	0
2015.10.26	19104.00	19119.00	18874.00	19019.00	8215	0	0
2015.10.27	18994.00	19004.00	18340.00	18821.00	8717	0	0
2015.10.28	18823.00	19169.00	18340.00	19152.00	11218	0	0
2015.10.29	19152.00	19157.00	18340.00	18966.00	11317	0	0
2015.10.30	18957.00	19205.00	18340.00	18856.00	15222	0	0
2015.11.02	18852.00	19014.00	18632.00	18961.00	8561	0	0
2015.11.03	18963.00	19109.00	18340.00	19018.00	5315	0	0
2015.11.04	19017.00	19180.00	18340.00	19069.00	11588	0	0
2015.11.05	19032.00	19341.00	18340.00	19231.00	11698	0	0
2015.11.06	19231.00	19490.00	18340.00	19478.00	14581	0	0
2015.11.09	19458.00	19691.00	18340.00	19438.00	10767	0	700
2015.11.10	19428.00	19765.00	19403.00	19660.00	11950	0	0
2015.11.11	19665.00	19785.00	18340.00	19675.00	10717	0	0
2015.11.12	19665.00	19726.00	19427.00	19434.00	12363	0	0
2015.11.13	19432.00	19630.00	19381.00	19403.00	14692	0	0
2015.11.16	19370.00	19705.00	19235.00	19689.00	11329	0	700
2015.11.17	19663.00	19885.00	18340.00	19823.00	11579	0	0
2015.11.18	19824.00	19955.00	18340.00	19923.00	11868	0	0
2015.11.19	19921.00	19961.00	18340.00	19861.00	10995	0	0
2015.11.20	19823.00	19946.00	19711.00	19920.00	10733	0	0
2015.11.23	18340.00	20032.00	18340.00	19838.00	7101	0	0
2015.11.24	19845.00	19975.00	18340.00	19885.00	10150	0	0
2015.11.25	19890.00	19935.00	18340.00	19916.00	8627	0	0
2015.11.26	19916.00	20014.00	18340.00	18340.00	5279	0	0
2015.11.27	20014.00	20058.00	19783.00	19888.00	7129	0	0
2015.11.30	19845.00	19903.00	18340.00	19811.00	9819	0	0
2015.12.01	19790.00	20025.00	18340.00	19987.00	8427	0	0
2015.12.02	19979.00	20015.00	18340.00	19868.00	8586	0	0
2015.12.03	19864.00	19971.00	18340.00	19558.00	20480	0	0
2015.12.04	19535.00	19745.00	19385.00	19725.00	13244	0	0
2015.12.07	19690.00	19818.00	18340.00	19732.00	11219	0	0
2015.12.08	19730.00	19766.00	18340.00	19385.00	10795	0	0
2015.12.09	19388.00	19466.00	18340.00	18982.00	16776	0	0
2015.12.10	18981.00	19159.00	18340.00	19061.00	11872	0	0
2015.12.11	19064.00	19280.00	18340.00	18699.00	10406	0	0
2015.12.14	18340.00	18977.00	18340.00	18799.00	9896	0	700
2015.12.15	18819.00	18954.00	18514.00	18880.00	6531	0	0
2015.12.16	18864.00	19399.00	18340.00	19322.00	9539	0	0
2015.12.17	19329.00	19539.00	19234.00	19240.00	10076	0	0
2015.12.18	19237.00	19900.00	18774.00	18792.00	11220	0	700
2015.12.21	18340.00	18975.00	18340.00	18919.00	8909	0	0
2015.12.22	18905.00	18953.00	18340.00	18914.00	9627	0	0
2015.12.23	18912.00	19113.00	18340.00	19090.00	5800	0	0
2015.12.24	19072.00	19104.00	18724.00	18842.00	3740	0	0
2015.12.28	18794.00	18948.00	18769.00	18862.00	7641	0	0
2015.12.29	18838.00	19153.00	18777.00	19106.00	8217	0	0
2015.12.30	19111.00	19123.00	18340.00	18916.00	5375	0	0
2015.12.31	18912.00	18928.00	18723.00	18843.00	4073	0	0
2016.01.04	18340.00	18954.00	18093.00	18304.00	8610	0	700
2016.01.05	18302.00	18554.00	18143.00	18391.00	17064	0	0
2016.01.06	18394.00	18461.00	17903.00	18047.00	20467	0	0
2016.01.07	18043.00	18169.00	17470.00	17587.00	12802	0	0
2016.01.08	17577.00	18340.00	17238.00	17273.00	19386	0	0
2016.01.11	17223.00	17563.00	17108.00	17376.00	11834	0	700
2016.01.12	17376.00	17548.00	17093.00	17398.00	18795	0	0
2016.01.13	17381.00	18340.00	17178.00	17239.00	21005	0	0
2016.01.14	17236.00	17585.00	16934.00	17479.00	14516	0	0
2016.01.15	17471.00	18340.00	16578.00	16758.00	17896	0	0
2016.01.18	16781.00	18340.00	16649.00	18340.00	10960	0	0
2016.01.19	16855.00	17288.00	16759.00	17028.00	14212	0	0
2016.01.20	17030.00	18340.00	15936.00	16368.00	17320	0	0
2016.01.21	16355.00	16782.00	15796.00	16454.00	24638	0	0
2016.01.22	16422.00	17276.00	16422.00	17241.00	13830	0	0
2016.01.25	17256.00	17289.00	16801.00	16843.00	12531	0	700
2016.01.26	16831.00	17097.00	16536.00	16999.00	12275	0	0
2016.01.27	17035.00	17391.00	16955.00	17100.00	13395	0	0
2016.01.28	17085.00	18340.00	16927.00	17099.00	16323	0	0
2016.01.29	17091.00	17871.00	16747.00	17851.00	15653	0	0
2016.02.01	17871.00	17902.00	17601.00	17745.00	11289	0	700
2016.02.02	17745.00	18340.00	17366.00	17467.00	10468	0	700
2016.02.03	17442.00	18340.00	16626.00	16991.00	15260	0	0
2016.02.04	16990.00	18340.00	16696.00	16803.00	14992	0	700
2016.02.05	16797.00	16882.00	16481.00	16551.00	12998	0	0
2016.02.08	16591.00	17092.00	16206.00	16456.00	14332	0	0
2016.02.09	16463.00	16464.00	15829.00	16121.00	16025	0	0
2016.02.10	16111.00	16212.00	15421.00	15540.00	17609	0	0
2016.02.11	15537.00	18340.00	15021.00	15203.00	41465	0	0
2016.02.12	15191.00	15488.00	14778.00	15468.00	16742	0	0
2016.02.15	15476.00	18340.00	15476.00	18340.00	9202	0	700
2016.02.16	15912.00	18340.00	15745.00	15935.00	12634	0	0
2016.02.17	15928.00	18340.00	15614.00	16124.00	54698	0	0
2016.02.18	16127.00	18340.00	15919.00	15983.00	54032	0	0
2016.02.19	15969.00	16042.00	15747.00	15812.00	9607	0	0
2016.02.22	15815.00	16287.00	15772.00	16176.00	7383	0	700
2016.02.23	16175.00	16350.00	15827.00	15847.00	9549	0	700
2016.02.24	15829.00	16074.00	15554.00	15959.00	11846	0	0
2016.02.25	15947.00	16275.00	15889.00	16268.00	26303	0	0
2016.02.26	16240.00	18340.00	16191.00	16330.00	12378	0	0
2016.02.29	16303.00	18340.00	15895.00	15981.00	24880	0	0
2016.03.01	15981.00	16585.00	15850.00	16532.00	10230	0	0
2016.03.02	16522.00	16826.00	16468.00	16683.00	24861	0	0
2016.03.03	16675.00	18340.00	16646.00	16862.00	12491	0	0
2016.03.04	16857.00	17174.00	16856.00	17059.00	12236	0	0
2016.03.07	17026.00	18340.00	16767.00	16895.00	21006	0	0
2016.03.08	16880.00	16905.00	16567.00	16674.00	9912	0	0
2016.03.09	16660.00	16819.00	16490.00	16788.00	9848	0	0
2016.03.10	16784.00	17174.00	16454.00	16685.00	38097	0	0
2016.03.11	16677.00	17209.00	16559.00	17204.00	22053	0	0
2016.03.14	17209.00	17314.00	17144.00	17269.00	7600	0	0
2016.03.15	17236.00	17295.00	16872.00	16977.00	9005	0	0
2016.03.16	16974.00	17091.00	16887.00	16945.00	14787	0	0
2016.03.17	16950.00	17248.00	16562.00	16880.00	8003	0	0
2016.03.18	16870.00	16933.00	16567.00	16785.00	7556	0	0
2016.03.21	16767.00	16896.00	16637.00	16875.00	12233	0	0
2016.03.22	16876.00	17102.00	16761.00	17057.00	17866	0	0
2016.03.23	17044.00	17133.00	16873.00	16902.00	8349	0	0
2016.03.24	16905.00	17043.00	16717.00	16895.00	7034	0	0
2016.03.25	16891.00	17018.00	16877.00	17003.00	377	0	700
2016.03.28	17065.00	17162.00	16951.00	17072.00	6935	0	0
2016.03.29	17097.00	17125.00	16921.00	17015.00	10610	0	0
2016.03.30	17074.00	17091.00	16851.00	16984.00	10868	0	0
2016.03.31	16974.00	17027.00	16710.00	16766.00	11391	0	0
2016.04.01	16777.00	16794.00	16084.00	16135.00	17157	0	0
2016.04.04	16175.00	16225.00	16014.00	16090.00	13252	0	0
2016.04.05	16073.00	16075.00	15535.00	15610.00	16861	0	0
2016.04.06	15612.00	15814.00	15557.00	15744.00	13964	0	0
2016.04.07	15762.00	15859.00	15325.00	15440.00	16733	0	0
2016.04.08	15439.00	16024.00	15409.00	15780.00	16868	0	0
2016.04.11	15807.00	15893.00	15514.00	15698.00	15822	0	0
2016.04.12	15700.00	16130.00	15663.00	16060.00	12895	0	0
2016.04.13	16057.00	16659.00	16057.00	16603.00	10930	0	0
2016.04.14	16617.00	16915.00	16609.00	16795.00	12069	0	0
2016.04.15	16794.00	16928.00	16595.00	16606.00	10320	0	0
2016.04.18	16431.00	16681.00	16245.00	16641.00	13285	0	0
2016.04.19	16679.00	17148.00	16675.00	17026.00	10908	0	0
2016.04.20	17020.00	17323.00	16852.00	17243.00	12049	0	0
2016.04.21	17238.00	17414.00	17173.00	17231.00	13568	0	0
2016.04.22	17250.00	17772.00	17143.00	17735.00	16134	0	0
2016.04.25	17677.00	17702.00	17326.00	17446.00	13119	0	0
2016.04.26	17449.00	17512.00	17196.00	17487.00	12416	0	0
2016.04.27	17446.00	17507.00	17230.00	17497.00	12631	0	0
2016.04.28	17436.00	17576.00	16120.00	16272.00	22132	0	0
2016.04.29	16306.00	16351.00	15838.00	15849.00	12592	0	0
2016.05.02	15943.00	16181.00	15911.00	16126.00	12765	0	0
2016.05.03	16128.00	16133.00	15822.00	15930.00	10408	0	0
