<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.11.24	9708.30	9832.50	9704.50	9815.00	55397	0	0
2014.11.25	9816.00	9923.00	9786.50	9870.20	54818	0	0
2014.11.26	9904.80	9957.40	9864.70	9954.10	58448	0	0
2014.11.27	9945.50	9993.00	9921.00	9965.00	31301	0	0
2014.11.28	9968.50	9995.80	9899.80	9943.30	45773	0	0
2014.12.01	9921.30	9980.00	9891.00	9939.50	86938	0	0
2014.12.02	9977.00	10038.00	9908.50	9966.60	80320	0	0
2014.12.03	9958.50	9995.00	9928.50	9988.00	63791	0	0
2014.12.04	10011.80	10091.30	9833.00	9905.40	94655	0	0
2014.12.05	9902.30	10095.30	9895.60	10082.30	54187	0	0
2014.12.08	10079.80	10095.40	9949.50	9982.80	55082	0	0
2014.12.09	9953.00	9993.00	9785.50	9870.60	92121	0	0
2014.12.10	9882.80	9909.50	9733.00	9744.80	93453	0	0
2014.12.11	9771.30	9907.00	9732.80	9770.90	89556	0	0
2014.12.12	9770.90	9798.00	9543.00	9551.30	45654	0	100
2014.12.15	9570.80	9678.50	9299.00	9337.80	106601	0	0
2014.12.16	9365.30	9575.80	9216.80	9421.30	141574	0	0
2014.12.17	9421.90	9670.80	9417.90	9649.00	55185	0	100
2014.12.18	9670.30	9873.40	9635.20	9871.60	78170	0	0
2014.12.19	9903.00	9932.20	9687.50	9797.30	80216	0	0
2014.12.22	9802.50	9926.50	9778.60	9895.40	54325	0	0
2014.12.23	9910.30	9927.50	9846.30	9903.60	57156	0	0
2014.12.29	9917.30	9937.70	9773.80	9922.80	58143	0	0
2014.12.30	9908.50	9924.00	9757.00	9779.80	38007	0	0
2014.12.31	9779.80	9779.80	9779.80	9779.80	2	0	0
2015.01.02	9792.30	9872.50	9684.00	9769.50	59314	0	0
2015.01.05	9732.50	9789.50	9446.00	9488.10	109837	0	0
2015.01.06	9470.50	9626.30	9379.30	9455.10	124867	0	0
2015.01.07	9511.30	9605.30	9453.60	9593.70	130476	0	0
2015.01.08	9658.30	9856.50	9591.60	9809.00	82430	0	0
2015.01.09	9806.30	9857.80	9596.50	9676.30	115470	0	0
2015.01.12	9653.00	9817.30	9620.00	9765.60	90128	0	0
2015.01.13	9777.00	9979.50	9752.00	9867.80	119138	0	0
2015.01.14	9783.80	9963.50	9759.30	9894.50	118684	0	0
2015.01.15	9950.30	10063.50	9582.50	9982.50	145617	0	0
2015.01.16	9969.80	10309.80	9927.30	10274.30	126577	0	0
2015.01.19	10249.00	10336.70	10190.00	10245.10	63450	0	0
2015.01.20	10301.50	10303.00	10209.50	10263.50	112230	0	0
2015.01.21	10266.30	10311.00	10147.30	10303.30	91719	0	0
2015.01.22	10310.00	10543.30	10226.00	10500.90	122125	0	0
2015.01.23	10493.80	10707.50	10476.90	10621.50	91595	0	0
2015.01.26	10573.30	10852.00	10493.30	10841.60	82088	0	0
2015.01.27	10842.20	10846.40	10592.00	10701.40	50014	0	100
2015.01.28	10701.10	10753.00	10550.80	10583.00	53103	0	100
2015.01.29	10600.30	10833.70	10557.30	10814.60	116617	0	0
2015.01.30	10797.30	10823.40	10641.00	10646.80	115558	0	0
2015.02.02	10694.30	10880.00	10617.20	10860.40	114329	0	0
2015.02.03	10850.30	10986.00	10820.50	10920.60	94343	0	0
2015.02.04	10926.00	10938.50	10782.40	10793.80	106503	0	0
2015.02.05	10795.30	10929.00	10775.40	10891.70	88121	0	0
2015.02.06	10878.50	10896.90	10753.80	10786.70	103251	0	0
2015.02.09	10752.80	10775.50	10603.80	10656.50	103385	0	0
2015.02.10	10656.50	10812.00	10592.50	10788.20	44496	0	100
2015.02.11	10769.00	10849.60	10695.50	10815.20	75213	0	0
2015.02.12	10814.80	10979.40	10728.00	10968.60	43612	0	100
2015.02.13	10972.50	11011.80	10939.30	10975.00	76980	0	0
2015.02.16	10955.00	10976.10	10837.00	10844.40	43975	0	0
2015.02.17	10837.30	10945.00	10763.00	10911.00	93910	0	0
2015.02.18	10904.00	10979.00	10895.30	10946.90	75366	0	0
2015.02.19	10945.30	11021.50	10869.80	10983.90	105085	0	0
2015.02.20	10979.90	11161.80	10946.80	11117.30	43303	0	100
2015.02.23	11116.70	11157.30	11067.50	11115.60	29769	0	100
2015.02.24	11115.60	11231.00	11089.00	11213.90	29773	0	100
